dia;linea_Servicio;Hora;Afluencia
5/01/2021;A;22:00:00;4486
5/01/2021;B;22:00:00;578
6/01/2021;A;22:00:00;2944
6/01/2021;B;22:00:00;273
7/01/2021;A;22:00:00;3396
7/01/2021;B;22:00:00;341
8/01/2021;A;22:00:00;457
8/01/2021;B;22:00:00;59
9/01/2021;A;22:00:00;241
9/01/2021;B;22:00:00;32
10/01/2021;A;22:00:00;58
10/01/2021;B;22:00:00;8
11/01/2021;A;22:00:00;58
11/01/2021;B;22:00:00;13
12/01/2021;A;22:00:00;4750
12/01/2021;B;22:00:00;562
13/01/2021;A;22:00:00;4934
13/01/2021;B;22:00:00;710
14/01/2021;A;22:00:00;3414
14/01/2021;B;22:00:00;385
15/01/2021;A;22:00:00;2601
15/01/2021;B;22:00:00;204
16/01/2021;A;22:00:00;1071
16/01/2021;B;22:00:00;97
17/01/2021;A;22:00:00;88
17/01/2021;B;22:00:00;18
18/01/2021;A;22:00:00;4351
18/01/2021;B;22:00:00;508
19/01/2021;A;22:00:00;4496
19/01/2021;B;22:00:00;627
20/01/2021;A;22:00:00;3881
20/01/2021;B;22:00:00;503
21/01/2021;A;22:00:00;3963
21/01/2021;B;22:00:00;467
22/01/2021;A;22:00:00;4330
22/01/2021;B;22:00:00;586
23/01/2021;A;22:00:00;3520
23/01/2021;B;22:00:00;514
24/01/2021;A;22:00:00;495
24/01/2021;B;22:00:00;70
25/01/2021;A;22:00:00;3831
25/01/2021;B;22:00:00;477
26/01/2021;A;22:00:00;4085
26/01/2021;B;22:00:00;532
27/01/2021;A;22:00:00;4818
27/01/2021;B;22:00:00;689
28/01/2021;A;22:00:00;4850
28/01/2021;B;22:00:00;699
29/01/2021;A;22:00:00;6003
29/01/2021;B;22:00:00;796
30/01/2021;A;22:00:00;5542
30/01/2021;B;22:00:00;791
31/01/2021;A;22:00:00;685
31/01/2021;B;22:00:00;124
1/02/2021;A;22:00:00;4775
1/02/2021;B;22:00:00;605
2/02/2021;A;22:00:00;5138
2/02/2021;B;22:00:00;748
3/02/2021;A;22:00:00;5395
3/02/2021;B;22:00:00;718
4/02/2021;A;22:00:00;5397
4/02/2021;B;22:00:00;794
5/02/2021;A;22:00:00;6500
5/02/2021;B;22:00:00;825
6/02/2021;A;22:00:00;5932
6/02/2021;B;22:00:00;861
7/02/2021;A;22:00:00;720
7/02/2021;B;22:00:00;102
8/02/2021;A;22:00:00;4694
8/02/2021;B;22:00:00;591
9/02/2021;A;22:00:00;4902
9/02/2021;B;22:00:00;697
10/02/2021;A;22:00:00;5352
10/02/2021;B;22:00:00;697
11/02/2021;A;22:00:00;5402
11/02/2021;B;22:00:00;1040
12/02/2021;A;22:00:00;6179
12/02/2021;B;22:00:00;815
13/02/2021;A;22:00:00;5497
13/02/2021;B;22:00:00;695
14/02/2021;A;22:00:00;634
14/02/2021;B;22:00:00;93
15/02/2021;A;22:00:00;5203
15/02/2021;B;22:00:00;698
16/02/2021;A;22:00:00;5389
16/02/2021;B;22:00:00;752
17/02/2021;A;22:00:00;5210
17/02/2021;B;22:00:00;641
18/02/2021;A;22:00:00;5384
18/02/2021;B;22:00:00;728
19/02/2021;A;22:00:00;6348
19/02/2021;B;22:00:00;855
20/02/2021;A;22:00:00;5826
20/02/2021;B;22:00:00;740
21/02/2021;A;22:00:00;657
21/02/2021;B;22:00:00;165
22/02/2021;A;22:00:00;5243
22/02/2021;B;22:00:00;703
23/02/2021;A;22:00:00;5525
23/02/2021;B;22:00:00;771
24/02/2021;A;22:00:00;5690
24/02/2021;B;22:00:00;791
25/02/2021;A;22:00:00;5880
25/02/2021;B;22:00:00;923
26/02/2021;A;22:00:00;6766
26/02/2021;B;22:00:00;929
27/02/2021;A;22:00:00;6789
27/02/2021;B;22:00:00;897
28/02/2021;A;22:00:00;738
28/02/2021;B;22:00:00;103
1/03/2021;A;22:00:00;5148
1/03/2021;B;22:00:00;666
2/03/2021;A;22:00:00;5552
2/03/2021;B;22:00:00;753
3/03/2021;A;22:00:00;5533
3/03/2021;B;22:00:00;823
4/03/2021;A;22:00:00;5643
4/03/2021;B;22:00:00;737
5/03/2021;A;22:00:00;6925
5/03/2021;B;22:00:00;975
6/03/2021;A;22:00:00;6734
6/03/2021;B;22:00:00;920
7/03/2021;A;22:00:00;628
7/03/2021;B;22:00:00;90
8/03/2021;A;22:00:00;5613
8/03/2021;B;22:00:00;738
9/03/2021;A;22:00:00;5441
9/03/2021;B;22:00:00;780
10/03/2021;A;22:00:00;5379
10/03/2021;B;22:00:00;758
11/03/2021;A;22:00:00;5443
11/03/2021;B;22:00:00;748
12/03/2021;A;22:00:00;6730
12/03/2021;B;22:00:00;930
13/03/2021;A;22:00:00;6315
13/03/2021;B;22:00:00;823
14/03/2021;A;22:00:00;645
14/03/2021;B;22:00:00;116
15/03/2021;A;22:00:00;5328
15/03/2021;B;22:00:00;658
16/03/2021;A;22:00:00;5565
16/03/2021;B;22:00:00;744
17/03/2021;A;22:00:00;5809
17/03/2021;B;22:00:00;766
18/03/2021;A;22:00:00;5686
18/03/2021;B;22:00:00;742
19/03/2021;A;22:00:00;7059
19/03/2021;B;22:00:00;1039
20/03/2021;A;22:00:00;6436
20/03/2021;B;22:00:00;815
21/03/2021;A;22:00:00;648
21/03/2021;B;22:00:00;113
22/03/2021;A;22:00:00;352
22/03/2021;B;22:00:00;73
23/03/2021;A;22:00:00;4593
23/03/2021;B;22:00:00;576
24/03/2021;A;22:00:00;4783
24/03/2021;B;22:00:00;762
25/03/2021;A;22:00:00;5029
25/03/2021;B;22:00:00;737
26/03/2021;A;22:00:00;5765
26/03/2021;B;22:00:00;729
27/03/2021;A;22:00:00;5618
27/03/2021;B;22:00:00;901
28/03/2021;A;22:00:00;543
28/03/2021;B;22:00:00;76
29/03/2021;A;22:00:00;4913
29/03/2021;B;22:00:00;671
30/03/2021;A;22:00:00;5533
30/03/2021;B;22:00:00;770
31/03/2021;A;22:00:00;1127
31/03/2021;B;22:00:00;125
1/04/2021;A;22:00:00;57
1/04/2021;B;22:00:00;9
2/04/2021;A;22:00:00;56
2/04/2021;B;22:00:00;10
3/04/2021;A;22:00:00;680
3/04/2021;B;22:00:00;85
4/04/2021;A;22:00:00;86
4/04/2021;B;22:00:00;11
5/04/2021;A;22:00:00;2704
5/04/2021;B;22:00:00;210
6/04/2021;A;22:00:00;2689
6/04/2021;B;22:00:00;223
7/04/2021;A;22:00:00;2569
7/04/2021;B;22:00:00;246
8/04/2021;A;22:00:00;2399
8/04/2021;B;22:00:00;190
9/04/2021;A;22:00:00;1984
9/04/2021;B;22:00:00;159
10/04/2021;A;22:00:00;1485
10/04/2021;B;22:00:00;138
11/04/2021;A;22:00:00;94
11/04/2021;B;22:00:00;16
12/04/2021;A;22:00:00;2801
12/04/2021;B;22:00:00;255
13/04/2021;A;22:00:00;2753
13/04/2021;B;22:00:00;231
14/04/2021;A;22:00:00;2755
14/04/2021;B;22:00:00;264
15/04/2021;A;22:00:00;2813
15/04/2021;B;22:00:00;224
16/04/2021;A;22:00:00;2324
16/04/2021;B;22:00:00;220
17/04/2021;A;22:00:00;1626
17/04/2021;B;22:00:00;149
18/04/2021;A;22:00:00;116
18/04/2021;B;22:00:00;19
19/04/2021;A;22:00:00;2964
19/04/2021;B;22:00:00;279
20/04/2021;A;22:00:00;2910
20/04/2021;B;22:00:00;303
21/04/2021;A;22:00:00;2721
21/04/2021;B;22:00:00;292
22/04/2021;A;22:00:00;2812
22/04/2021;B;22:00:00;310
23/04/2021;A;22:00:00;2406
23/04/2021;B;22:00:00;234
24/04/2021;A;22:00:00;1721
24/04/2021;B;22:00:00;191
25/04/2021;A;22:00:00;136
25/04/2021;B;22:00:00;27
26/04/2021;A;22:00:00;2974
26/04/2021;B;22:00:00;277
27/04/2021;A;22:00:00;2929
27/04/2021;B;22:00:00;327
28/04/2021;A;22:00:00;2129
28/04/2021;B;22:00:00;206
29/04/2021;A;22:00:00;2702
29/04/2021;B;22:00:00;272
30/04/2021;A;22:00:00;1739
30/04/2021;B;22:00:00;220
1/05/2021;A;22:00:00;
1/05/2021;B;22:00:00;
2/05/2021;A;22:00:00;28
2/05/2021;B;22:00:00;6
3/05/2021;A;22:00:00;2597
3/05/2021;B;22:00:00;335
4/05/2021;A;22:00:00;2365
4/05/2021;B;22:00:00;259
5/05/2021;A;22:00:00;
5/05/2021;B;22:00:00;
6/05/2021;A;22:00:00;1644
6/05/2021;B;22:00:00;201
7/05/2021;A;22:00:00;2071
7/05/2021;B;22:00:00;269
8/05/2021;A;22:00:00;1351
8/05/2021;B;22:00:00;155
9/05/2021;A;22:00:00;94
9/05/2021;B;22:00:00;19
10/05/2021;A;22:00:00;3359
10/05/2021;B;22:00:00;456
11/05/2021;A;22:00:00;3504
11/05/2021;B;22:00:00;512
12/05/2021;A;22:00:00;3011
12/05/2021;B;22:00:00;490
13/05/2021;A;22:00:00;3884
13/05/2021;B;22:00:00;530
14/05/2021;A;22:00:00;4625
14/05/2021;B;22:00:00;652
15/05/2021;A;22:00:00;4328
15/05/2021;B;22:00:00;533
16/05/2021;A;22:00:00;532
16/05/2021;B;22:00:00;95
17/05/2021;A;22:00:00;323
17/05/2021;B;22:00:00;77
18/05/2021;A;22:00:00;3493
18/05/2021;B;22:00:00;473
19/05/2021;A;22:00:00;3467
19/05/2021;B;22:00:00;526
20/05/2021;A;22:00:00;4074
20/05/2021;B;22:00:00;603
21/05/2021;A;22:00:00;4899
21/05/2021;B;22:00:00;652
22/05/2021;A;22:00:00;4619
22/05/2021;B;22:00:00;533
23/05/2021;A;22:00:00;521
23/05/2021;B;22:00:00;93
24/05/2021;A;22:00:00;3776
24/05/2021;B;22:00:00;467
25/05/2021;A;22:00:00;4093
25/05/2021;B;22:00:00;552
26/05/2021;A;22:00:00;4085
26/05/2021;B;22:00:00;529
27/05/2021;A;22:00:00;4337
27/05/2021;B;22:00:00;666
28/05/2021;A;22:00:00;4549
28/05/2021;B;22:00:00;431
29/05/2021;A;22:00:00;4816
29/05/2021;B;22:00:00;658
30/05/2021;A;22:00:00;582
30/05/2021;B;22:00:00;71
31/05/2021;A;22:00:00;4502
31/05/2021;B;22:00:00;589
1/06/2021;A;22:00:00;4427
1/06/2021;B;22:00:00;561
2/06/2021;A;22:00:00;4498
2/06/2021;B;22:00:00;610
3/06/2021;A;22:00:00;4475
3/06/2021;B;22:00:00;632
4/06/2021;A;22:00:00;5780
4/06/2021;B;22:00:00;824
5/06/2021;A;22:00:00;5225
5/06/2021;B;22:00:00;720
6/06/2021;A;22:00:00;442
6/06/2021;B;22:00:00;85
7/06/2021;A;22:00:00;398
7/06/2021;B;22:00:00;97
8/06/2021;A;22:00:00;4618
8/06/2021;B;22:00:00;548
9/06/2021;A;22:00:00;4791
9/06/2021;B;22:00:00;699
10/06/2021;A;22:00:00;5069
10/06/2021;B;22:00:00;709
11/06/2021;A;22:00:00;5549
11/06/2021;B;22:00:00;787
12/06/2021;A;22:00:00;5142
12/06/2021;B;22:00:00;646
13/06/2021;A;22:00:00;514
13/06/2021;B;22:00:00;103
14/06/2021;A;22:00:00;371
14/06/2021;B;22:00:00;85
15/06/2021;A;22:00:00;5168
15/06/2021;B;22:00:00;702
16/06/2021;A;22:00:00;5450
16/06/2021;B;22:00:00;703
17/06/2021;A;22:00:00;4695
17/06/2021;B;22:00:00;627
18/06/2021;A;22:00:00;6817
18/06/2021;B;22:00:00;911
19/06/2021;A;22:00:00;6942
19/06/2021;B;22:00:00;806
20/06/2021;A;22:00:00;684
20/06/2021;B;22:00:00;90
21/06/2021;A;22:00:00;4700
21/06/2021;B;22:00:00;583
22/06/2021;A;22:00:00;5070
22/06/2021;B;22:00:00;644
23/06/2021;A;22:00:00;5274
23/06/2021;B;22:00:00;668
24/06/2021;A;22:00:00;5236
24/06/2021;B;22:00:00;693
25/06/2021;A;22:00:00;5853
25/06/2021;B;22:00:00;752
26/06/2021;A;22:00:00;5557
26/06/2021;B;22:00:00;798
27/06/2021;A;22:00:00;788
27/06/2021;B;22:00:00;127
28/06/2021;A;22:00:00;4712
28/06/2021;B;22:00:00;673
29/06/2021;A;22:00:00;5394
29/06/2021;B;22:00:00;824
30/06/2021;A;22:00:00;5877
30/06/2021;B;22:00:00;844
1/07/2021;A;22:00:00;6034
1/07/2021;B;22:00:00;829
2/07/2021;A;22:00:00;6936
2/07/2021;B;22:00:00;1027
3/07/2021;A;22:00:00;6430
3/07/2021;B;22:00:00;867
4/07/2021;A;22:00:00;806
4/07/2021;B;22:00:00;120
5/07/2021;A;22:00:00;643
5/07/2021;B;22:00:00;127
6/07/2021;A;22:00:00;6346
6/07/2021;B;22:00:00;980
7/07/2021;A;22:00:00;5717
7/07/2021;B;22:00:00;802
8/07/2021;A;22:00:00;5880
8/07/2021;B;22:00:00;775
9/07/2021;A;22:00:00;6331
9/07/2021;B;22:00:00;909
10/07/2021;A;22:00:00;6466
10/07/2021;B;22:00:00;824
11/07/2021;A;22:00:00;770
11/07/2021;B;22:00:00;112
12/07/2021;A;22:00:00;4950
12/07/2021;B;22:00:00;667
13/07/2021;A;22:00:00;5406
13/07/2021;B;22:00:00;800
14/07/2021;A;22:00:00;5584
14/07/2021;B;22:00:00;810
15/07/2021;A;22:00:00;5762
15/07/2021;B;22:00:00;734
16/07/2021;A;22:00:00;6642
16/07/2021;B;22:00:00;1034
17/07/2021;A;22:00:00;6906
17/07/2021;B;22:00:00;952
18/07/2021;A;22:00:00;697
18/07/2021;B;22:00:00;86
19/07/2021;A;22:00:00;5660
19/07/2021;B;22:00:00;811
20/07/2021;A;22:00:00;508
20/07/2021;B;22:00:00;122
21/07/2021;A;22:00:00;5787
21/07/2021;B;22:00:00;834
22/07/2021;A;22:00:00;5871
22/07/2021;B;22:00:00;904
23/07/2021;A;22:00:00;6854
23/07/2021;B;22:00:00;1008
24/07/2021;A;22:00:00;6180
24/07/2021;B;22:00:00;1475
25/07/2021;A;22:00:00;559
25/07/2021;B;22:00:00;106
26/07/2021;A;22:00:00;5227
26/07/2021;B;22:00:00;750
27/07/2021;A;22:00:00;5640
27/07/2021;B;22:00:00;808
28/07/2021;A;22:00:00;5881
28/07/2021;B;22:00:00;1181
29/07/2021;A;22:00:00;5677
29/07/2021;B;22:00:00;824
30/07/2021;A;22:00:00;7744
30/07/2021;B;22:00:00;1064
31/07/2021;A;22:00:00;6707
31/07/2021;B;22:00:00;1379
1/08/2021;A;22:00:00;680
1/08/2021;B;22:00:00;108
2/08/2021;A;22:00:00;5472
2/08/2021;B;22:00:00;742
3/08/2021;A;22:00:00;5543
3/08/2021;B;22:00:00;826
4/08/2021;A;22:00:00;5921
4/08/2021;B;22:00:00;880
5/08/2021;A;22:00:00;6199
5/08/2021;B;22:00:00;931
6/08/2021;A;22:00:00;7782
6/08/2021;B;22:00:00;1096
7/08/2021;A;22:00:00;1102
7/08/2021;B;22:00:00;223
8/08/2021;A;22:00:00;585
8/08/2021;B;22:00:00;108
9/08/2021;A;22:00:00;5553
9/08/2021;B;22:00:00;790
10/08/2021;A;22:00:00;5811
10/08/2021;B;22:00:00;757
11/08/2021;A;22:00:00;6192
11/08/2021;B;22:00:00;858
12/08/2021;A;22:00:00;6037
12/08/2021;B;22:00:00;851
13/08/2021;A;22:00:00;7556
13/08/2021;B;22:00:00;958
14/08/2021;A;22:00:00;6890
14/08/2021;B;22:00:00;892
15/08/2021;A;22:00:00;804
15/08/2021;B;22:00:00;139
16/08/2021;A;22:00:00;559
16/08/2021;B;22:00:00;102
17/08/2021;A;22:00:00;6279
17/08/2021;B;22:00:00;829
18/08/2021;A;22:00:00;6229
18/08/2021;B;22:00:00;852
19/08/2021;A;22:00:00;6076
19/08/2021;B;22:00:00;853
20/08/2021;A;22:00:00;8601
20/08/2021;B;22:00:00;1151
21/08/2021;A;22:00:00;7221
21/08/2021;B;22:00:00;991
22/08/2021;A;22:00:00;719
22/08/2021;B;22:00:00;195
23/08/2021;A;22:00:00;5668
23/08/2021;B;22:00:00;741
24/08/2021;A;22:00:00;5836
24/08/2021;B;22:00:00;755
25/08/2021;A;22:00:00;6120
25/08/2021;B;22:00:00;807
26/08/2021;A;22:00:00;6620
26/08/2021;B;22:00:00;2505
27/08/2021;A;22:00:00;7893
27/08/2021;B;22:00:00;1048
28/08/2021;A;22:00:00;7065
28/08/2021;B;22:00:00;1063
29/08/2021;A;22:00:00;611
29/08/2021;B;22:00:00;122
30/08/2021;A;22:00:00;6071
30/08/2021;B;22:00:00;783
31/08/2021;A;22:00:00;6390
31/08/2021;B;22:00:00;850
1/09/2021;A;22:00:00;6669
1/09/2021;B;22:00:00;949
2/09/2021;A;22:00:00;7042
2/09/2021;B;22:00:00;1659
3/09/2021;A;22:00:00;8226
3/09/2021;B;22:00:00;1030
4/09/2021;A;22:00:00;8063
4/09/2021;B;22:00:00;1306
5/09/2021;A;22:00:00;682
5/09/2021;B;22:00:00;138
6/09/2021;A;22:00:00;5951
6/09/2021;B;22:00:00;789
7/09/2021;A;22:00:00;6046
7/09/2021;B;22:00:00;883
8/09/2021;A;22:00:00;6681
8/09/2021;B;22:00:00;942
9/09/2021;A;22:00:00;7079
9/09/2021;B;22:00:00;995
10/09/2021;A;22:00:00;7888
10/09/2021;B;22:00:00;1024
11/09/2021;A;22:00:00;7533
11/09/2021;B;22:00:00;1030
12/09/2021;A;22:00:00;703
12/09/2021;B;22:00:00;179
13/09/2021;A;22:00:00;6223
13/09/2021;B;22:00:00;782
14/09/2021;A;22:00:00;6672
14/09/2021;B;22:00:00;927
15/09/2021;A;22:00:00;7104
15/09/2021;B;22:00:00;1082
16/09/2021;A;22:00:00;7394
16/09/2021;B;22:00:00;1076
17/09/2021;A;22:00:00;9135
17/09/2021;B;22:00:00;2112
18/09/2021;A;22:00:00;7990
18/09/2021;B;22:00:00;1243
19/09/2021;A;22:00:00;832
19/09/2021;B;22:00:00;114
20/09/2021;A;22:00:00;6234
20/09/2021;B;22:00:00;778
21/09/2021;A;22:00:00;6467
21/09/2021;B;22:00:00;942
22/09/2021;A;22:00:00;6701
22/09/2021;B;22:00:00;789
23/09/2021;A;22:00:00;6883
23/09/2021;B;22:00:00;960
24/09/2021;A;22:00:00;8940
24/09/2021;B;22:00:00;1275
25/09/2021;A;22:00:00;7571
25/09/2021;B;22:00:00;1233
26/09/2021;A;22:00:00;797
26/09/2021;B;22:00:00;136
27/09/2021;A;22:00:00;6434
27/09/2021;B;22:00:00;810
28/09/2021;A;22:00:00;6360
28/09/2021;B;22:00:00;891
29/09/2021;A;22:00:00;6945
29/09/2021;B;22:00:00;957
30/09/2021;A;22:00:00;7871
30/09/2021;B;22:00:00;1090
1/10/2021;A;22:00:00;9405
1/10/2021;B;22:00:00;1186
2/10/2021;A;22:00:00;8478
2/10/2021;B;22:00:00;1204
3/10/2021;A;22:00:00;777
3/10/2021;B;22:00:00;119
4/10/2021;A;22:00:00;6467
4/10/2021;B;22:00:00;871
5/10/2021;A;22:00:00;6979
5/10/2021;B;22:00:00;950
6/10/2021;A;22:00:00;7266
6/10/2021;B;22:00:00;995
7/10/2021;A;22:00:00;7479
7/10/2021;B;22:00:00;1120
8/10/2021;A;22:00:00;9092
8/10/2021;B;22:00:00;2329
9/10/2021;A;22:00:00;8107
9/10/2021;B;22:00:00;1067
10/10/2021;A;22:00:00;624
10/10/2021;B;22:00:00;125
11/10/2021;A;22:00:00;6421
11/10/2021;B;22:00:00;854
12/10/2021;A;22:00:00;6944
12/10/2021;B;22:00:00;1007
13/10/2021;A;22:00:00;7096
13/10/2021;B;22:00:00;1015
14/10/2021;A;22:00:00;7119
14/10/2021;B;22:00:00;1046
15/10/2021;A;22:00:00;9255
15/10/2021;B;22:00:00;1248
16/10/2021;A;22:00:00;7924
16/10/2021;B;22:00:00;4410
17/10/2021;A;22:00:00;864
17/10/2021;B;22:00:00;156
18/10/2021;A;22:00:00;671
18/10/2021;B;22:00:00;114
19/10/2021;A;22:00:00;7340
19/10/2021;B;22:00:00;904
20/10/2021;A;22:00:00;7295
20/10/2021;B;22:00:00;942
21/10/2021;A;22:00:00;7678
21/10/2021;B;22:00:00;4667
22/10/2021;A;22:00:00;8644
22/10/2021;B;22:00:00;1118
23/10/2021;A;22:00:00;8172
23/10/2021;B;22:00:00;1170
24/10/2021;A;22:00:00;684
24/10/2021;B;22:00:00;111
25/10/2021;A;22:00:00;6597
25/10/2021;B;22:00:00;791
26/10/2021;A;22:00:00;6986
26/10/2021;B;22:00:00;921
27/10/2021;A;22:00:00;7433
27/10/2021;B;22:00:00;3084
28/10/2021;A;22:00:00;9163
28/10/2021;B;22:00:00;1048
29/10/2021;A;22:00:00;10273
29/10/2021;B;22:00:00;1282
30/10/2021;A;22:00:00;8433
30/10/2021;B;22:00:00;1228
31/10/2021;A;22:00:00;1184
31/10/2021;B;22:00:00;224
1/11/2021;A;22:00:00;627
1/11/2021;B;22:00:00;120
2/11/2021;A;22:00:00;7033
2/11/2021;B;22:00:00;915
3/11/2021;A;22:00:00;7417
3/11/2021;B;22:00:00;1037
4/11/2021;A;22:00:00;7833
4/11/2021;B;22:00:00;1050
5/11/2021;A;22:00:00;9394
5/11/2021;B;22:00:00;1225
6/11/2021;A;22:00:00;8470
6/11/2021;B;22:00:00;5616
7/11/2021;A;22:00:00;809
7/11/2021;B;22:00:00;115
8/11/2021;A;22:00:00;6682
8/11/2021;B;22:00:00;809
9/11/2021;A;22:00:00;7223
9/11/2021;B;22:00:00;925
10/11/2021;A;22:00:00;7708
10/11/2021;B;22:00:00;4711
11/11/2021;A;22:00:00;8198
11/11/2021;B;22:00:00;1199
12/11/2021;A;22:00:00;9878
12/11/2021;B;22:00:00;1253
13/11/2021;A;22:00:00;7913
13/11/2021;B;22:00:00;946
14/11/2021;A;22:00:00;957
14/11/2021;B;22:00:00;203
15/11/2021;A;22:00:00;639
15/11/2021;B;22:00:00;91
16/11/2021;A;22:00:00;7589
16/11/2021;B;22:00:00;1001
17/11/2021;A;22:00:00;7840
17/11/2021;B;22:00:00;995
18/11/2021;A;22:00:00;8259
18/11/2021;B;22:00:00;1119
19/11/2021;A;22:00:00;11224
19/11/2021;B;22:00:00;1305
20/11/2021;A;22:00:00;8378
20/11/2021;B;22:00:00;995
21/11/2021;A;22:00:00;1076
21/11/2021;B;22:00:00;146
22/11/2021;A;22:00:00;7141
22/11/2021;B;22:00:00;983
23/11/2021;A;22:00:00;7345
23/11/2021;B;22:00:00;1035
24/11/2021;A;22:00:00;8299
24/11/2021;B;22:00:00;1281
25/11/2021;A;22:00:00;8509
25/11/2021;B;22:00:00;1032
26/11/2021;A;22:00:00;11464
26/11/2021;B;22:00:00;1332
27/11/2021;A;22:00:00;10006
27/11/2021;B;22:00:00;3691
28/11/2021;A;22:00:00;947
28/11/2021;B;22:00:00;145
29/11/2021;A;22:00:00;7590
29/11/2021;B;22:00:00;978
30/11/2021;A;22:00:00;9043
30/11/2021;B;22:00:00;1197
1/12/2021;A;22:00:00;9529
1/12/2021;B;22:00:00;1242
2/12/2021;A;22:00:00;10377
2/12/2021;B;22:00:00;1281
3/12/2021;A;22:00:00;14859
3/12/2021;B;22:00:00;1688
4/12/2021;A;22:00:00;12229
4/12/2021;B;22:00:00;1441
5/12/2021;A;22:00:00;1434
5/12/2021;B;22:00:00;194
6/12/2021;A;22:00:00;9150
6/12/2021;B;22:00:00;1121
7/12/2021;A;22:00:00;8828
7/12/2021;B;22:00:00;1187
8/12/2021;A;22:00:00;1498
8/12/2021;B;22:00:00;587
9/12/2021;A;22:00:00;10394
9/12/2021;B;22:00:00;1395
10/12/2021;A;22:00:00;12862
10/12/2021;B;22:00:00;1354
11/12/2021;A;22:00:00;12725
11/12/2021;B;22:00:00;2404
12/12/2021;A;22:00:00;6331
12/12/2021;B;22:00:00;262
13/12/2021;A;22:00:00;10475
13/12/2021;B;22:00:00;1107
14/12/2021;A;22:00:00;10873
14/12/2021;B;22:00:00;1195
15/12/2021;A;22:00:00;13325
15/12/2021;B;22:00:00;1325
16/12/2021;A;22:00:00;13699
16/12/2021;B;22:00:00;1374
17/12/2021;A;22:00:00;14236
17/12/2021;B;22:00:00;1554
18/12/2021;A;22:00:00;17039
18/12/2021;B;22:00:00;1744
19/12/2021;A;22:00:00;2561
19/12/2021;B;22:00:00;229
20/12/2021;A;22:00:00;11562
20/12/2021;B;22:00:00;1096
21/12/2021;A;22:00:00;13925
21/12/2021;B;22:00:00;1372
22/12/2021;A;22:00:00;13292
22/12/2021;B;22:00:00;1228
23/12/2021;A;22:00:00;15937
23/12/2021;B;22:00:00;1485
24/12/2021;A;22:00:00;322
24/12/2021;B;22:00:00;61
25/12/2021;A;22:00:00;899
25/12/2021;B;22:00:00;82
26/12/2021;A;22:00:00;1416
26/12/2021;B;22:00:00;121
27/12/2021;A;22:00:00;8200
27/12/2021;B;22:00:00;910
28/12/2021;A;22:00:00;9445
28/12/2021;B;22:00:00;1054
29/12/2021;A;22:00:00;9800
29/12/2021;B;22:00:00;1046
30/12/2021;A;22:00:00;10286
30/12/2021;B;22:00:00;1099
31/12/2021;A;22:00:00;137
31/12/2021;B;22:00:00;13
1/01/2022;A;22:00:00;476
1/01/2022;B;22:00:00;58
2/01/2022;A;22:00:00;1064
2/01/2022;B;22:00:00;120
3/01/2022;A;22:00:00;7231
3/01/2022;B;22:00:00;771
4/01/2022;A;22:00:00;7687
4/01/2022;B;22:00:00;793
5/01/2022;A;22:00:00;7407
5/01/2022;B;22:00:00;839
6/01/2022;A;22:00:00;6296
6/01/2022;B;22:00:00;744
7/01/2022;A;22:00:00;7924
7/01/2022;B;22:00:00;808
8/01/2022;A;22:00:00;8007
8/01/2022;B;22:00:00;844
9/01/2022;A;22:00:00;1188
9/01/2022;B;22:00:00;130
10/01/2022;A;22:00:00;720
10/01/2022;B;22:00:00;91
11/01/2022;A;22:00:00;6388
11/01/2022;B;22:00:00;800
12/01/2022;A;22:00:00;6954
12/01/2022;B;22:00:00;922
13/01/2022;A;22:00:00;6649
13/01/2022;B;22:00:00;725
14/01/2022;A;22:00:00;8569
14/01/2022;B;22:00:00;1095
15/01/2022;A;22:00:00;8008
15/01/2022;B;22:00:00;1024
16/01/2022;A;22:00:00;796
16/01/2022;B;22:00:00;138
17/01/2022;A;22:00:00;6762
17/01/2022;B;22:00:00;847
18/01/2022;A;22:00:00;7158
18/01/2022;B;22:00:00;974
19/01/2022;A;22:00:00;7476
19/01/2022;B;22:00:00;1059
20/01/2022;A;22:00:00;7696
20/01/2022;B;22:00:00;1057
21/01/2022;A;22:00:00;8842
21/01/2022;B;22:00:00;1104
22/01/2022;A;22:00:00;8197
22/01/2022;B;22:00:00;1044
23/01/2022;A;22:00:00;771
23/01/2022;B;22:00:00;150
24/01/2022;A;22:00:00;6831
24/01/2022;B;22:00:00;917
25/01/2022;A;22:00:00;7102
25/01/2022;B;22:00:00;962
26/01/2022;A;22:00:00;7619
26/01/2022;B;22:00:00;4606
27/01/2022;A;22:00:00;7563
27/01/2022;B;22:00:00;1069
28/01/2022;A;22:00:00;9293
28/01/2022;B;22:00:00;1194
29/01/2022;A;22:00:00;8598
29/01/2022;B;22:00:00;1264
30/01/2022;A;22:00:00;856
30/01/2022;B;22:00:00;142
31/01/2022;A;22:00:00;7538
31/01/2022;B;22:00:00;1021
1/02/2022;A;22:00:00;7857
1/02/2022;B;22:00:00;1091
2/02/2022;A;22:00:00;8073
2/02/2022;B;22:00:00;1134
3/02/2022;A;22:00:00;8435
3/02/2022;B;22:00:00;5298
4/02/2022;A;22:00:00;9537
4/02/2022;B;22:00:00;1302
5/02/2022;A;22:00:00;8635
5/02/2022;B;22:00:00;1168
6/02/2022;A;22:00:00;756
6/02/2022;B;22:00:00;127
7/02/2022;A;22:00:00;7877
